order_id,customer_id,shop_id,ordered_at,status,channel,discount_copper
ORD-000028,WIZ-01096,SHP-14,2024-07-04T12:58:09Z,completed,in_store,0
ORD-000029,WIZ-04487,SHP-10,2024-07-04T12:18:27Z,completed,courier_owl,0
ORD-000030,WIZ-04026,SHP-12,2024-07-04 11:01:29,completed,in_store,0
ORD-000031,WIZ-01693,SHP-05,2024-07-04T12:14:01Z,completed,in_store,0
ORD-000032,WIZ-02905,SHP-03,2024-07-04T15:01:50Z,completed,marketplace,0
ORD-000033,WIZ-04595,SHP-01,2024-07-04T12:25:34Z,completed,in_store,275
ORD-000034,WIZ-01531,SHP-15,2024-07-04T14:35:41Z,completed,courier_owl,0
ORD-000035,WIZ-02247,SHP-01,2024-07-04T17:19:20Z,completed,in_store,0
ORD-000036,WIZ-01359,SHP-10,2024-07-04T08:01:06Z,completed,in_store,0
ORD-000037,WIZ-02559,SHP-15,2024-07-04 11:21:44,Completed,courier_owl,0
ORD-000038,WIZ-02441,SHP-05,2024-07-04T10:38:39Z,completed,courier_owl,0
ORD-000039,WIZ-01003,SHP-11,2024-07-05T16:31:11Z,Completed,in_store,0
ORD-000040,WIZ-01899,SHP-12,2024-07-05T17:25:11Z,Completed,marketplace,0
ORD-000041,WIZ-04542,SHP-01,2024-07-05T13:53:16Z,Completed,in_store,0
ORD-000042,WIZ-01299,SHP-01,2024-07-05T11:07:46Z,completed,in_store,0
ORD-000043,WIZ-04913,SHP-06,2024-07-05T12:00:36Z,completed,in_store,0
ORD-000044,WIZ-03904,SHP-07,2024-07-05T12:41:46Z,COMPLETED,courier_owl,0
ORD-000045,WIZ-03176,SHP-07,2024-07-05T19:25:59Z,Returned,in_store,0
ORD-000046,WIZ-04714,SHP-13,2024-07-05 13:29:28,Completed,in_store,0
ORD-000047,WIZ-02078,SHP-09,2024-07-05 18:59:41,completed,courier_owl,0
ORD-000048,WIZ-04006,SHP-07,2024-07-05T12:00:47Z,completed,in_store,0
ORD-000049,WIZ-02669,SHP-07,2024-07-06 12:12:02,Completed,marketplace,0
ORD-000050,WIZ-03057,SHP-08,2024-07-06T12:27:38Z,completed,in_store,0
ORD-000051,WIZ-00595,SHP-10,2024-07-06T17:49:36Z,Completed,marketplace,0
ORD-000052,WIZ-03972,SHP-05,2024-07-06 09:25:43,completed,in_store,0
ORD-000053,WIZ-04395,SHP-05,2024-07-06 13:00:46,cancelled,marketplace,0
ORD-000054,WIZ-03333,SHP-10,2024-07-06T14:12:15Z,completed,in_store,0
ORD-000055,WIZ-01366,SHP-11,2024-07-06T09:14:37Z,COMPLETED,courier_owl,0
ORD-000056,WIZ-02960,SHP-05,2024-07-06T15:27:59Z,Completed,courier_owl,0
ORD-000057,WIZ-01581,SHP-01,2024-07-06T13:26:07Z,completed,in_store,0
ORD-000058,WIZ-01342,SHP-14,2024-07-06T14:33:05Z,Completed,in_store,0
ORD-000059,WIZ-01121,SHP-09,2024-07-06T12:22:58Z,COMPLETED,courier_owl,0
ORD-000060,WIZ-02903,SHP-08,2024-07-06 13:28:34,completed,courier_owl,0
ORD-000061,WIZ-04705,SHP-03,2024-07-06T09:38:48Z,completed,in_store,0
ORD-000062,WIZ-02108,SHP-04,2024-07-06 19:45:00,completed,in_store,0
ORD-000063,WIZ-04690,SHP-02,2024-07-06T13:52:32Z,Completed,courier_owl,0
ORD-000064,WIZ-01388,SHP-08,2024-07-06T14:34:11Z,completed,courier_owl,0
ORD-000065,WIZ-01916,SHP-14,2024-07-06 16:04:24,completed,in_store,0
ORD-000066,WIZ-03663,SHP-07,2024-07-06T14:50:50Z,completed,in_store,0
ORD-000067,WIZ-03583,SHP-12,2024-07-06 10:48:51,Completed,in_store,0
ORD-000068,WIZ-00090,SHP-04,2024-07-06T17:03:51Z,completed,in_store,0
ORD-000069,WIZ-03463,SHP-04,2024-07-06T14:26:31Z,completed,in_store,0
ORD-000070,WIZ-03219,SHP-02,2024-07-07T12:04:46Z,completed,marketplace,0
ORD-000071,WIZ-00956,SHP-12,2024-07-07T14:10:17Z,completed,in_store,0
ORD-000072,WIZ-00045,SHP-09,2024-07-07T12:42:19Z,Completed,in_store,0
ORD-000073,WIZ-02337,SHP-05,2024-07-07 13:54:12,completed,courier_owl,0
ORD-000074,WIZ-00034,SHP-12,2024-07-07T18:22:16Z,completed,in_store,0
ORD-000075,WIZ-01618,SHP-09,2024-07-07 13:28:42,Completed,in_store,0
ORD-000076,WIZ-03129,SHP-07,2024-07-07T13:18:33Z,completed,courier_owl,0
ORD-000077,WIZ-01171,SHP-13,2024-07-07T15:30:17Z,completed,in_store,0
ORD-000078,WIZ-03251,SHP-05,2024-07-07 12:03:12,Completed,marketplace,0
ORD-000079,WIZ-00186,SHP-10,2024-07-07T12:52:28Z,completed,in_store,0
ORD-000080,WIZ-04714,SHP-15,2024-07-07T16:59:10Z,completed,in_store,0
ORD-000081,WIZ-03731,SHP-12,2024-07-07T14:49:44Z,completed,in_store,0
ORD-000082,WIZ-02559,SHP-14,2024-07-07 11:21:20,completed,in_store,0
ORD-000083,WIZ-01230,SHP-12,2024-07-07 10:53:09,completed,in_store,0
ORD-000084,WIZ-02401,SHP-14,2024-07-07T12:37:59Z,completed,in_store,0
ORD-000085,WIZ-02448,SHP-02,2024-07-07T14:44:48Z,completed,courier_owl,0
ORD-000086,WIZ-02953,SHP-01,2024-07-07 13:34:29,completed,in_store,0
ORD-000087,WIZ-02356,SHP-03,2024-07-07T13:04:30Z,completed,in_store,0
ORD-000088,WIZ-03290,SHP-03,2024-07-07T10:54:23Z,returned,marketplace,0
ORD-000089,WIZ-02708,SHP-05,2024-07-07T15:00:50Z,completed,in_store,0
ORD-000090,WIZ-00280,SHP-07,2024-07-07 11:49:44,completed,in_store,0
ORD-000091,WIZ-02611,SHP-07,2024-07-07 13:01:04,cancelled,marketplace,125
ORD-000092,WIZ-04769,SHP-01,2024-07-07T17:08:13Z,completed,marketplace,0
ORD-000093,WIZ-02951,SHP-05,2024-07-07 14:16:38,completed,marketplace,0
ORD-000094,WIZ-00438,SHP-11,2024-07-07T13:20:05Z,completed,courier_owl,0
ORD-000095,WIZ-01377,SHP-05,2024-07-08T14:24:59Z,COMPLETED,marketplace,0
ORD-000096,WIZ-04439,SHP-04,2024-07-08T11:50:34Z,completed,marketplace,0
ORD-000097,WIZ-02499,SHP-02,2024-07-08T12:22:44Z,completed,in_store,0
ORD-000098,WIZ-00162,SHP-08,2024-07-08T14:44:25Z,cancelled,in_store,0
ORD-000099,WIZ-02266,SHP-15,2024-07-08T19:53:23Z,completed,in_store,0
ORD-000100,WIZ-01002,SHP-03,2024-07-08T13:34:24Z,Completed,in_store,425
ORD-000101,WIZ-01827,SHP-13,2024-07-08T13:33:48Z,completed,in_store,0
ORD-000102,WIZ-04049,SHP-01,2024-07-08T16:10:51Z,completed,courier_owl,0
ORD-000103,WIZ-00120,SHP-01,2024-07-09 13:02:02,completed,in_store,0
ORD-000104,WIZ-02524,SHP-06,2024-07-09T13:37:17Z,Completed,in_store,0
ORD-000105,WIZ-01549,SHP-08,2024-07-09T18:11:09Z,Completed,courier_owl,0
ORD-000106,WIZ-01362,SHP-04,2024-07-09T11:47:55Z,completed,in_store,0
ORD-000107,WIZ-04361,SHP-02,2024-07-09T16:38:09Z,completed,in_store,0
ORD-000108,WIZ-02956,SHP-05,2024-07-09 12:57:12,Completed,in_store,0
ORD-000109,WIZ-00601,SHP-13,2024-07-09T10:15:02Z,returned,marketplace,0
ORD-000110,WIZ-04579,SHP-07,2024-07-09 14:41:57,Completed,in_store,0
ORD-000111,WIZ-02559,SHP-14,2024-07-09T15:34:45Z,completed,courier_owl,0
ORD-000112,WIZ-03783,SHP-08,2024-07-09 16:28:24,Completed,in_store,0
ORD-000113,WIZ-02448,SHP-01,2024-07-09T09:11:25Z,completed,in_store,0
ORD-000114,WIZ-00022,SHP-06,2024-07-09T14:55:41Z,Completed,in_store,0
ORD-000115,WIZ-01329,SHP-15,2024-07-09 10:46:03,completed,marketplace,0
ORD-000116,WIZ-01186,SHP-04,2024-07-09T13:25:37Z,Completed,marketplace,0
ORD-000117,WIZ-04119,SHP-04,2024-07-09 13:32:12,completed,in_store,0
ORD-000118,WIZ-01427,SHP-03,2024-07-09T13:31:25Z,completed,in_store,0
ORD-000119,WIZ-03227,SHP-02,2024-07-09T08:29:47Z,COMPLETED,marketplace,0
ORD-000120,WIZ-04790,SHP-06,2024-07-09T16:58:11Z,completed,marketplace,0
ORD-000121,WIZ-04070,SHP-01,2024-07-09T14:42:35Z,completed,in_store,0
ORD-000122,WIZ-00032,SHP-13,2024-07-09 11:58:25,completed,in_store,0
ORD-000123,WIZ-03190,SHP-07,2024-07-10T14:02:40Z,completed,in_store,0
ORD-000124,WIZ-03507,SHP-09,2024-07-10T13:22:05Z,COMPLETED,marketplace,0
ORD-000125,WIZ-00099,SHP-01,2024-07-10T10:13:44Z,completed,in_store,0
ORD-000126,WIZ-00627,SHP-12,2024-07-10T13:06:07Z,completed,courier_owl,0
ORD-000127,WIZ-00268,SHP-04,2024-07-10T11:06:51Z,Completed,in_store,0
ORD-000128,WIZ-00417,SHP-03,2024-07-10T11:00:04Z,completed,in_store,0
ORD-000129,WIZ-02559,SHP-15,2024-07-10T12:56:21Z,completed,in_store,0
ORD-000130,WIZ-02905,SHP-01,2024-07-10T12:23:07Z,completed,courier_owl,150
ORD-000131,WIZ-04460,SHP-10,2024-07-10 18:50:35,Completed,courier_owl,0
ORD-000132,WIZ-03234,SHP-02,2024-07-10T12:22:25Z,Completed,marketplace,0
ORD-000133,WIZ-04153,SHP-07,2024-07-10 14:48:19,completed,marketplace,0
ORD-000134,WIZ-01490,SHP-04,2024-07-10 14:31:42,completed,in_store,200
ORD-000135,WIZ-00367,SHP-12,2024-07-10T09:33:54Z,completed,courier_owl,125
ORD-000136,WIZ-03497,SHP-15,2024-07-10T12:20:22Z,Completed,in_store,0
ORD-000137,WIZ-03880,SHP-12,2024-07-11 16:39:51,Completed,courier_owl,0
ORD-000138,WIZ-02270,SHP-15,2024-07-11 12:36:23,completed,courier_owl,0
ORD-000139,WIZ-04437,SHP-02,2024-07-11T11:40:12Z,completed,in_store,0
ORD-000140,WIZ-03256,SHP-01,2024-07-11 10:40:49,Completed,marketplace,0
ORD-000141,WIZ-01854,SHP-03,2024-07-11T14:35:48Z,completed,in_store,0
ORD-000142,WIZ-04685,SHP-15,2024-07-11T14:25:13Z,completed,marketplace,0
ORD-000143,WIZ-03013,SHP-09,2024-07-11 15:53:28,Completed,in_store,0
ORD-000144,WIZ-02646,SHP-01,2024-07-11T15:55:23Z,COMPLETED,in_store,0
ORD-000145,WIZ-04835,SHP-13,2024-07-11 11:29:03,COMPLETED,in_store,0
ORD-000146,WIZ-03773,SHP-04,2024-07-11 09:38:04,completed,courier_owl,0
ORD-000147,WIZ-02767,SHP-01,2024-07-11T13:26:31Z,cancelled,marketplace,0
ORD-000148,WIZ-00022,SHP-06,2024-07-11T17:03:37Z,completed,in_store,0
ORD-000149,WIZ-00365,SHP-01,2024-07-12T09:00:37Z,Completed,in_store,50
ORD-000150,WIZ-04865,SHP-07,2024-07-12 12:39:50,Completed,in_store,350
ORD-000151,WIZ-03663,SHP-09,2024-07-12T14:37:06Z,returned,in_store,0
ORD-000152,WIZ-00641,SHP-02,2024-07-12 15:57:18,Completed,courier_owl,0
ORD-000153,WIZ-00146,SHP-05,2024-07-12T16:47:22Z,completed,in_store,0
ORD-000154,WIZ-01452,SHP-01,2024-07-12T16:56:52Z,completed,in_store,0
ORD-000155,WIZ-03889,SHP-02,2024-07-12 13:41:34,completed,in_store,0
ORD-000156,WIZ-01847,SHP-04,2024-07-12 16:26:10,Completed,in_store,425
ORD-000157,WIZ-01366,SHP-11,2024-07-12T10:13:50Z,COMPLETED,in_store,0
ORD-000158,WIZ-02552,SHP-09,2024-07-13T16:53:19Z,completed,in_store,0
ORD-000159,WIZ-00177,SHP-07,2024-07-13T12:07:58Z,completed,in_store,0
ORD-000160,WIZ-03233,SHP-06,2024-07-13T14:02:38Z,completed,in_store,0
ORD-000161,WIZ-04506,SHP-03,2024-07-13T13:51:16Z,completed,in_store,0
ORD-000162,WIZ-01478,SHP-05,2024-07-13T10:17:38Z,COMPLETED,courier_owl,0
ORD-000163,WIZ-03333,SHP-12,2024-07-13T12:53:44Z,Completed,marketplace,0
ORD-000164,WIZ-03663,SHP-09,2024-07-13T12:21:56Z,completed,in_store,0
ORD-000165,WIZ-01366,SHP-11,2024-07-13T16:04:16Z,COMPLETED,in_store,0
ORD-000166,WIZ-01112,SHP-12,2024-07-13 15:13:34,completed,marketplace,0
ORD-000167,WIZ-03672,SHP-03,2024-07-13 11:49:52,RETURNED,courier_owl,0
ORD-000168,WIZ-03333,SHP-12,2024-07-13T13:23:55Z,returned,in_store,0
ORD-000169,WIZ-01427,SHP-06,2024-07-13 14:25:29,COMPLETED,courier_owl,0
ORD-000170,WIZ-02697,SHP-04,2024-07-13T13:27:26Z,completed,marketplace,0
ORD-000171,WIZ-01322,SHP-01,2024-07-13 14:27:44,completed,in_store,0
ORD-000172,WIZ-04960,SHP-04,2024-07-13 14:38:59,completed,in_store,0
ORD-000173,WIZ-04633,SHP-02,2024-07-14T14:17:22Z,Completed,courier_owl,0
ORD-000174,WIZ-03325,SHP-12,2024-07-14 10:14:19,completed,in_store,0
ORD-000175,WIZ-00976,SHP-02,2024-07-14T16:46:17Z,Completed,in_store,0
ORD-000176,WIZ-00177,SHP-15,2024-07-14 12:07:16,completed,in_store,0
ORD-000177,WIZ-03716,SHP-12,2024-07-14 13:47:49,completed,in_store,0
ORD-000178,WIZ-04982,SHP-11,2024-07-14T12:42:58Z,completed,courier_owl,475
ORD-000179,WIZ-00939,SHP-06,2024-07-14T12:12:33Z,completed,courier_owl,0
ORD-000180,WIZ-01379,SHP-01,2024-07-14 14:26:31,completed,in_store,0
ORD-000181,WIZ-00022,SHP-04,2024-07-14T12:41:33Z,completed,in_store,0
ORD-000182,WIZ-01064,SHP-09,2024-07-14T12:41:39Z,completed,in_store,0
ORD-000183,WIZ-01559,SHP-09,2024-07-14 11:57:44,completed,in_store,0
ORD-000184,WIZ-04560,SHP-13,2024-07-15 15:11:52,completed,courier_owl,0
ORD-000185,WIZ-01754,SHP-09,2024-07-15 15:19:57,COMPLETED,in_store,0
ORD-000186,WIZ-01480,SHP-03,2024-07-15 10:40:31,completed,in_store,0
ORD-000187,WIZ-03707,SHP-08,2024-07-15 14:16:13,completed,in_store,0
ORD-000188,WIZ-00069,SHP-04,2024-07-15 15:49:46,completed,marketplace,0
ORD-000189,WIZ-01618,SHP-08,2024-07-15 12:54:26,completed,in_store,0
ORD-000190,WIZ-00494,SHP-04,2024-07-15T16:51:24Z,completed,in_store,0
ORD-000191,WIZ-00372,SHP-14,2024-07-15T10:55:52Z,Completed,in_store,0
ORD-000192,WIZ-03085,SHP-15,2024-07-15T17:03:40Z,COMPLETED,in_store,0
ORD-000193,WIZ-01974,SHP-04,2024-07-15T18:48:43Z,COMPLETED,courier_owl,0
ORD-000194,WIZ-01200,SHP-10,2024-07-15T15:42:44Z,cancelled,courier_owl,0
ORD-000195,WIZ-00480,SHP-11,2024-07-15T09:17:49Z,completed,in_store,0
ORD-000196,WIZ-02287,SHP-09,2024-07-16 15:01:36,COMPLETED,in_store,175
ORD-000197,WIZ-03056,SHP-13,2024-07-16T08:17:31Z,COMPLETED,in_store,0
ORD-000198,WIZ-02379,SHP-06,2024-07-16 17:45:20,Completed,in_store,0
ORD-000199,WIZ-04437,SHP-04,2024-07-16T15:32:57Z,COMPLETED,in_store,0
ORD-000200,WIZ-04004,SHP-05,2024-07-16T09:29:39Z,completed,in_store,0
ORD-000201,WIZ-02729,SHP-13,2024-07-16T14:20:55Z,completed,in_store,0
ORD-000202,WIZ-03120,SHP-06,2024-07-16 12:16:54,completed,in_store,0
ORD-000203,WIZ-00722,SHP-03,2024-07-16 18:48:05,completed,courier_owl,100
ORD-000204,WIZ-02278,SHP-04,2024-07-16 09:22:21,Completed,in_store,0
ORD-000205,WIZ-03327,SHP-06,2024-07-16 13:24:11,returned,courier_owl,0
ORD-000206,WIZ-00789,SHP-01,2024-07-16 12:33:01,completed,marketplace,0
ORD-000207,WIZ-01939,SHP-02,2024-07-16T19:50:44Z,completed,in_store,0
ORD-000208,WIZ-00673,SHP-03,2024-07-17T15:28:30Z,completed,in_store,0
ORD-000209,WIZ-04266,SHP-10,2024-07-17T14:31:08Z,completed,in_store,450
ORD-000210,WIZ-04233,SHP-05,2024-07-17T12:46:49Z,completed,in_store,0
ORD-000211,WIZ-04830,SHP-08,2024-07-17 11:08:18,Completed,in_store,0
ORD-000212,WIZ-01714,SHP-05,2024-07-17 15:10:43,Completed,marketplace,0
ORD-000213,WIZ-04881,SHP-05,2024-07-17T11:09:34Z,Completed,in_store,0
ORD-000214,WIZ-03839,SHP-10,2024-07-17 16:19:22,completed,courier_owl,0
ORD-000215,WIZ-01171,SHP-14,2024-07-17 15:42:51,completed,in_store,0
ORD-000216,WIZ-02559,SHP-13,2024-07-17T11:45:18Z,completed,in_store,0
ORD-000217,WIZ-00744,SHP-02,2024-07-17T14:51:17Z,completed,in_store,0
ORD-000218,WIZ-02693,SHP-02,2024-07-17T12:48:23Z,completed,courier_owl,0
ORD-000219,WIZ-00511,SHP-01,2024-07-18T09:32:24Z,completed,in_store,0
ORD-000220,WIZ-02521,SHP-10,2024-07-18T14:43:02Z,COMPLETED,in_store,0
ORD-000221,WIZ-00470,SHP-01,2024-07-18T11:02:02Z,completed,in_store,0
ORD-000222,WIZ-04758,SHP-07,2024-07-18 11:54:53,completed,in_store,0
ORD-000223,WIZ-03849,SHP-06,2024-07-19 10:33:09,completed,marketplace,0
ORD-000224,WIZ-01366,SHP-10,2024-07-19T10:12:36Z,COMPLETED,courier_owl,0
ORD-000225,WIZ-03091,SHP-03,2024-07-19 15:42:12,Completed,in_store,0
ORD-000226,WIZ-03211,SHP-02,2024-07-19 13:00:54,completed,in_store,0
ORD-000227,WIZ-04955,SHP-12,2024-07-19 19:35:28,completed,in_store,0
ORD-000228,WIZ-03716,SHP-10,2024-07-19T10:40:39Z,completed,in_store,0
ORD-000229,WIZ-02858,SHP-08,2024-07-19T13:12:17Z,completed,courier_owl,0
ORD-000230,WIZ-04471,SHP-07,2024-07-19T09:14:15Z,completed,in_store,0
ORD-000231,WIZ-01447,SHP-05,2024-07-19T16:32:31Z,Completed,in_store,0
ORD-000232,WIZ-02837,SHP-03,2024-07-19T12:36:10Z,completed,in_store,0
ORD-000233,WIZ-00583,SHP-01,2024-07-19T11:36:08Z,completed,in_store,0
ORD-000234,WIZ-04560,SHP-15,2024-07-19 11:56:04,Completed,in_store,0
ORD-000235,WIZ-01283,SHP-09,2024-07-19 15:12:11,completed,in_store,0
ORD-000236,WIZ-04978,SHP-02,2024-07-19 15:51:13,completed,in_store,0
ORD-000237,WIZ-00964,SHP-07,2024-07-20T10:10:56Z,completed,in_store,0
ORD-000238,WIZ-01103,SHP-06,2024-07-20 10:58:12,completed,in_store,0
ORD-000239,WIZ-03529,SHP-04,2024-07-20T11:29:11Z,Completed,in_store,0
ORD-000240,WIZ-02905,SHP-09,2024-07-20 13:37:40,completed,in_store,0
ORD-000241,WIZ-04809,SHP-10,2024-07-20T11:04:29Z,completed,in_store,0
ORD-000242,WIZ-04566,SHP-02,2024-07-20T15:57:20Z,completed,in_store,0
ORD-000243,WIZ-02559,SHP-15,2024-07-20 14:31:35,completed,in_store,0
ORD-000244,WIZ-01342,SHP-06,2024-07-20T14:13:40Z,completed,in_store,0
ORD-000245,WIZ-00529,SHP-11,2024-07-20T10:43:22Z,Completed,courier_owl,0
ORD-000246,WIZ-02645,SHP-06,2024-07-20 10:33:59,COMPLETED,in_store,0
ORD-000247,WIZ-00833,SHP-10,2024-07-20T17:56:57Z,completed,in_store,0
ORD-000248,WIZ-02221,SHP-01,2024-07-20T11:43:53Z,completed,in_store,0
ORD-000249,WIZ-01601,SHP-02,2024-07-20T12:27:18Z,Completed,marketplace,0
ORD-000250,WIZ-00128,SHP-04,2024-07-20T16:46:43Z,completed,in_store,0
ORD-000251,WIZ-04858,SHP-13,2024-07-20T15:42:52Z,completed,courier_owl,0
ORD-000252,WIZ-01899,SHP-11,2024-07-20T10:24:52Z,completed,courier_owl,0
ORD-000253,WIZ-04226,SHP-03,2024-07-20T15:01:08Z,Completed,marketplace,0
ORD-000254,WIZ-03529,SHP-10,2024-07-20 11:41:52,completed,in_store,0
ORD-000255,WIZ-03030,SHP-07,2024-07-20T12:49:22Z,completed,in_store,0
ORD-000256,WIZ-01055,SHP-06,2024-07-20 17:15:46,completed,in_store,0
ORD-000257,WIZ-03577,SHP-14,2024-07-20T14:03:38Z,cancelled,in_store,0
ORD-000258,WIZ-02184,SHP-07,2024-07-20T13:27:23Z,Completed,in_store,0
ORD-000259,WIZ-03516,SHP-15,2024-07-21 18:03:08,completed,marketplace,0
ORD-000260,WIZ-04021,SHP-09,2024-07-21 17:35:39,completed,courier_owl,0
ORD-000261,WIZ-00612,SHP-03,2024-07-21T14:21:24Z,Completed,in_store,0
ORD-000262,WIZ-04143,SHP-12,2024-07-21T12:18:23Z,completed,courier_owl,350
ORD-000263,WIZ-01847,SHP-06,2024-07-21T13:04:39Z,completed,in_store,0
ORD-000264,WIZ-03673,SHP-03,2024-07-21T10:13:59Z,completed,in_store,100
ORD-000265,WIZ-00587,SHP-08,2024-07-21T15:32:54Z,completed,in_store,0
ORD-000266,WIZ-02345,SHP-06,2024-07-21T13:17:29Z,COMPLETED,courier_owl,0
ORD-000267,WIZ-04186,SHP-14,2024-07-21T13:34:57Z,Completed,in_store,0
ORD-000268,WIZ-00623,SHP-13,2024-07-21 13:10:19,COMPLETED,in_store,0
ORD-000269,WIZ-02559,SHP-14,2024-07-22T19:00:51Z,completed,in_store,0
ORD-000270,WIZ-02678,SHP-02,2024-07-22T15:03:57Z,completed,in_store,0
ORD-000271,WIZ-04633,SHP-02,2024-07-22 12:05:51,completed,in_store,0
ORD-000272,WIZ-02209,SHP-08,2024-07-22T17:48:06Z,completed,courier_owl,0
ORD-000273,WIZ-04923,SHP-14,2024-07-22 15:05:19,COMPLETED,in_store,0
ORD-000274,WIZ-03851,SHP-11,2024-07-22T16:44:02Z,COMPLETED,marketplace,0
ORD-000275,WIZ-02024,SHP-05,2024-07-22T10:32:24Z,completed,in_store,0
ORD-000276,WIZ-02940,SHP-11,2024-07-22T18:40:24Z,Returned,in_store,0
ORD-000277,WIZ-03042,SHP-07,2024-07-22T16:13:33Z,COMPLETED,marketplace,0
ORD-000278,WIZ-02618,SHP-13,2024-07-22T12:10:21Z,COMPLETED,courier_owl,0
ORD-000279,WIZ-00956,SHP-10,2024-07-22T11:27:36Z,Completed,in_store,0
ORD-000280,WIZ-03668,SHP-05,2024-07-22T18:23:23Z,completed,in_store,0
ORD-000281,WIZ-01895,SHP-14,2024-07-22 12:24:11,completed,marketplace,0
ORD-000282,WIZ-03138,SHP-10,2024-07-23T18:56:54Z,completed,in_store,0
ORD-000283,WIZ-01325,SHP-12,2024-07-23T15:36:53Z,Completed,in_store,0
ORD-000284,WIZ-04609,SHP-01,2024-07-23 13:44:13,Completed,in_store,0
ORD-000285,WIZ-04766,SHP-10,2024-07-23 13:04:44,completed,in_store,0
ORD-000286,WIZ-04830,SHP-11,2024-07-23T11:27:31Z,Completed,courier_owl,0
ORD-000287,WIZ-02397,SHP-03,2024-07-23T17:47:44Z,Completed,courier_owl,0
ORD-000288,WIZ-03598,SHP-02,2024-07-23T12:12:24Z,completed,courier_owl,0
ORD-000289,WIZ-02494,SHP-03,2024-07-23 18:13:51,completed,courier_owl,0
ORD-000290,WIZ-00705,SHP-01,2024-07-23 13:01:50,returned,marketplace,0
ORD-000291,WIZ-00102,SHP-09,2024-07-23 13:41:57,completed,courier_owl,0
ORD-000292,WIZ-04719,SHP-11,2024-07-23T18:34:57Z,Completed,in_store,0
ORD-000293,WIZ-02817,SHP-03,2024-07-24T10:54:10Z,completed,in_store,0
ORD-000294,WIZ-04046,SHP-02,2024-07-24T10:56:26Z,completed,marketplace,0
ORD-000295,WIZ-02680,SHP-10,2024-07-24 14:04:08,Completed,in_store,0
ORD-000296,WIZ-01052,SHP-14,2024-07-24 09:41:20,Completed,courier_owl,0
ORD-000297,WIZ-00262,SHP-04,2024-07-24T10:26:54Z,returned,in_store,0
ORD-000298,WIZ-02194,SHP-13,2024-07-24 18:14:38,completed,courier_owl,0
ORD-000299,WIZ-01729,SHP-11,2024-07-24T16:44:22Z,completed,in_store,0
ORD-000300,WIZ-01587,SHP-05,2024-07-24 12:02:51,completed,marketplace,0
ORD-000301,WIZ-03428,SHP-07,2024-07-24 13:56:08,completed,courier_owl,0
ORD-000302,WIZ-00333,SHP-01,2024-07-24T15:07:28Z,Completed,in_store,0
ORD-000303,WIZ-00670,SHP-06,2024-07-25T13:25:43Z,Completed,courier_owl,0
ORD-000304,WIZ-02559,SHP-11,2024-07-25T12:44:48Z,completed,in_store,0
ORD-000305,WIZ-03888,SHP-10,2024-07-25 13:57:55,completed,in_store,0
ORD-000306,WIZ-01103,SHP-10,2024-07-25T10:12:22Z,completed,in_store,0
