order_item_id,order_id,potion_sku,quantity,unit_price_copper
ITM-000128,ORD-000039,POT-0009,1,551
ITM-000129,ORD-000040,POT-0034,2,692
ITM-000130,ORD-000040,POT-0003,1,471
ITM-000131,ORD-000041,POT-0017,2,1327
ITM-000132,ORD-000041,POT-0018,1,1074
ITM-000133,ORD-000042,POT-0034,1,696
ITM-000134,ORD-000042,POT-0043,1,666
ITM-000135,ORD-000042,POT-0004,1,1423
ITM-000136,ORD-000043,POT-0026,1,863
ITM-000137,ORD-000043,POT-0058,1,335
ITM-000138,ORD-000044,POT-0108,1,1335
ITM-000139,ORD-000044,POT-0001,1,101
ITM-000140,ORD-000044,POT-0044,1,644
ITM-000141,ORD-000045,POT-0034,1,689
ITM-000142,ORD-000046,POT-0116,1,1300
ITM-000143,ORD-000046,POT-0079,5,1087
ITM-000144,ORD-000046,POT-0082,1,316
ITM-000145,ORD-000046,POT-0005,1,982
ITM-000146,ORD-000046,POT-0062,3,121
ITM-000147,ORD-000046,POT-0114,2,519
ITM-000148,ORD-000046,POT-0021,1,846
ITM-000149,ORD-000047,POT-0022,2,285
ITM-000150,ORD-000047,POT-0009,1,538
ITM-000151,ORD-000047,POT-0063,4,1449
ITM-000152,ORD-000048,POT-0046,1,911
ITM-000153,ORD-000048,POT-0005,1,966
ITM-000154,ORD-000048,POT-0041,2,1341
ITM-000155,ORD-000048,POT-0061,1,262
ITM-000156,ORD-000048,POT-0091,4,288
ITM-000157,ORD-000049,POT-0042,1,1433
ITM-000158,ORD-000049,POT-0017,1,1289
ITM-000159,ORD-000049,POT-0038,2,561
ITM-000160,ORD-000049,POT-0073,1,1287
ITM-000161,ORD-000050,POT-0003,1,481
ITM-000162,ORD-000050,POT-0038,1,532
ITM-000163,ORD-000050,POT-0078,1,694
ITM-000164,ORD-000051,POT-0036,1,838
ITM-000165,ORD-000051,POT-0063,3,1426
ITM-000166,ORD-000051,POT-0091,1,267
ITM-000167,ORD-000052,POT-0035,2,1047
ITM-000168,ORD-000053,POT-0022,3,283
ITM-000169,ORD-000053,POT-0068,2,782
ITM-000170,ORD-000054,POT-0066,3,278
ITM-000171,ORD-000055,POT-0073,1,1261
ITM-000172,ORD-000055,POT-0078,1,707
ITM-000173,ORD-000055,POT-0002,4,937
ITM-000174,ORD-000056,POT-0061,2,284
ITM-000175,ORD-000056,POT-0043,1,652
ITM-000176,ORD-000056,POT-0009,1,527
ITM-000177,ORD-000056,POT-0119,3,467
ITM-000178,ORD-000057,POT-0041,4,1302
ITM-000179,ORD-000057,POT-0036,1,792
ITM-000180,ORD-000057,POT-0045,5,1176
ITM-000181,ORD-000057,POT-0049,1,1425
ITM-000182,ORD-000058,POT-0063,1,1462
ITM-000183,ORD-000058,POT-0023,1,707
ITM-000184,ORD-000059,POT-0020,4,1441
ITM-000185,ORD-000059,POT-0005,1,953
ITM-000186,ORD-000060,POT-0017,1,1267
ITM-000187,ORD-000060,POT-0053,1,804
ITM-000188,ORD-000060,POT-0001,1,99
ITM-000189,ORD-000060,POT-0063,1,1405
ITM-000190,ORD-000060,POT-0078,2,708
ITM-000191,ORD-000061,POT-0001,1,95
ITM-000192,ORD-000061,POT-0022,1,266
ITM-000193,ORD-000062,POT-0036,2,824
ITM-000194,ORD-000062,POT-0011,5,1533
ITM-000195,ORD-000062,POT-0053,2,779
ITM-000196,ORD-000062,POT-0005,5,967
ITM-000197,ORD-000062,POT-0082,1,315
ITM-000198,ORD-000062,POT-0003,1,493
ITM-000199,ORD-000063,POT-0119,2,464
ITM-000200,ORD-000063,POT-0022,1,284
ITM-000201,ORD-000063,POT-0078,1,658
ITM-000202,ORD-000064,POT-0051,1,1063
ITM-000203,ORD-000064,POT-0024,2,1534
ITM-000204,ORD-000064,POT-0003,1,495
ITM-000205,ORD-000064,POT-0068,2,790
ITM-000206,ORD-000064,POT-0005,1,989
ITM-000207,ORD-000064,POT-0029,2,1192
ITM-000208,ORD-000064,POT-0002,2,940
ITM-000209,ORD-000065,POT-0105,1,880
ITM-000210,ORD-000066,POT-0020,1,1426
ITM-000211,ORD-000067,POT-0052,3,99
ITM-000212,ORD-000068,POT-0001,2,97
ITM-000213,ORD-000069,POT-0036,1,859
ITM-000214,ORD-000069,POT-0044,1,672
ITM-000215,ORD-000069,POT-0009,1,527
ITM-000216,ORD-000070,POT-0004,1,1508
ITM-000217,ORD-000070,POT-0067,1,166
ITM-000218,ORD-000070,POT-0089,5,1173
ITM-000219,ORD-000070,POT-0035,1,1023
ITM-000220,ORD-000070,POT-0120,1,296
ITM-000221,ORD-000070,POT-0024,1,1477
ITM-000222,ORD-000070,POT-0042,2,1543
ITM-000223,ORD-000070,POT-0023,1,679
ITM-000224,ORD-000071,POT-0051,1,1060
ITM-000225,ORD-000071,POT-0115,3,597
ITM-000226,ORD-000071,POT-0052,3,95
ITM-000227,ORD-000071,POT-0005,1,1019
ITM-000228,ORD-000071,POT-0012,1,218
ITM-000229,ORD-000072,POT-0026,4,834
ITM-000230,ORD-000072,POT-0046,2,853
ITM-000231,ORD-000072,POT-0034,1,669
ITM-000232,ORD-000072,POT-0038,1,536
ITM-000233,ORD-000073,POT-0063,1,1492
ITM-000234,ORD-000073,POT-0083,2,1367
ITM-000235,ORD-000073,POT-0044,3,647
ITM-000236,ORD-000073,POT-0036,1,787
ITM-000237,ORD-000073,POT-0004,1,1400
ITM-000238,ORD-000074,POT-0035,2,1110
ITM-000239,ORD-000074,POT-0052,1,98
ITM-000240,ORD-000074,POT-0101,3,659
ITM-000241,ORD-000074,POT-0072,1,638
ITM-000242,ORD-000074,POT-0114,1,485
ITM-000243,ORD-000075,POT-0034,1,649
ITM-000244,ORD-000075,POT-0052,2,98
ITM-000245,ORD-000075,POT-0091,4,271
ITM-000246,ORD-000076,POT-0047,1,1552
ITM-000247,ORD-000076,POT-0025,5,776
ITM-000248,ORD-000076,POT-0009,1,547
ITM-000249,ORD-000076,POT-0024,4,1527
ITM-000250,ORD-000076,POT-0002,3,883
ITM-000251,ORD-000076,POT-0023,4,660
ITM-000252,ORD-000077,POT-0064,1,697
ITM-000253,ORD-000077,POT-0024,2,1571
ITM-000254,ORD-000077,POT-0045,3,1133
ITM-000255,ORD-000077,POT-0036,1,855
ITM-000256,ORD-000078,POT-0001,1,97
ITM-000257,ORD-000078,POT-0082,1,340
ITM-000258,ORD-000078,POT-0038,1,533
ITM-000259,ORD-000078,POT-0020,2,1451
ITM-000260,ORD-000079,POT-0043,2,660
ITM-000261,ORD-000080,POT-0012,1,231
ITM-000262,ORD-000080,POT-0003,1,458
ITM-000263,ORD-000080,POT-0065,3,1028
ITM-000264,ORD-000080,POT-0017,4,1304
ITM-000265,ORD-000081,POT-0042,4,1458
ITM-000266,ORD-000081,POT-0012,3,220
ITM-000267,ORD-000081,POT-0035,1,1054
ITM-000268,ORD-000081,POT-0003,2,461
ITM-000269,ORD-000081,POT-0117,2,311
ITM-000270,ORD-000081,POT-0061,1,275
ITM-000271,ORD-000082,POT-0025,1,747
ITM-000272,ORD-000082,POT-0001,1,103
ITM-000273,ORD-000083,POT-0020,1,1428
ITM-000274,ORD-000083,POT-0024,4,1470
ITM-000275,ORD-000084,POT-0051,3,1072
ITM-000276,ORD-000085,POT-0017,1,1246
ITM-000277,ORD-000085,POT-0089,1,1243
ITM-000278,ORD-000085,POT-0058,1,312
ITM-000279,ORD-000086,POT-0049,1,1417
ITM-000280,ORD-000086,POT-0020,1,1346
ITM-000281,ORD-000086,POT-0045,1,1161
ITM-000282,ORD-000086,POT-0070,1,333
ITM-000283,ORD-000086,POT-0035,1,1033
ITM-000284,ORD-000086,POT-0093,1,890
ITM-000285,ORD-000087,POT-0078,1,703
ITM-000286,ORD-000087,POT-0068,1,750
ITM-000287,ORD-000087,POT-0091,3,273
ITM-000288,ORD-000087,POT-0004,1,1506
ITM-000289,ORD-000087,POT-0082,3,330
ITM-000290,ORD-000088,POT-0051,1,1074
ITM-000291,ORD-000088,POT-0066,1,284
ITM-000292,ORD-000089,POT-0116,1,1265
ITM-000293,ORD-000089,POT-0021,1,891
ITM-000294,ORD-000089,POT-0065,1,1053
ITM-000295,ORD-000089,POT-0001,1,103
ITM-000296,ORD-000090,POT-0024,3,1519
ITM-000297,ORD-000090,POT-0041,1,1362
ITM-000298,ORD-000090,POT-0078,1,672
ITM-000299,ORD-000091,POT-0020,2,1422
ITM-000300,ORD-000091,POT-0024,1,1488
ITM-000301,ORD-000092,POT-0001,1,103
ITM-000302,ORD-000092,POT-0053,3,774
ITM-000303,ORD-000092,POT-0044,4,688
ITM-000304,ORD-000092,POT-0009,1,534
ITM-000305,ORD-000092,POT-0002,2,962
ITM-000306,ORD-000093,POT-0079,2,1097
ITM-000307,ORD-000093,POT-0093,1,950
ITM-000308,ORD-000093,POT-0101,1,637
ITM-000309,ORD-000094,POT-0091,3,288
ITM-000310,ORD-000094,POT-0066,1,269
ITM-000311,ORD-000094,POT-0083,2,1315
ITM-000312,ORD-000094,POT-0061,1,277
ITM-000313,ORD-000094,POT-0075,5,864
ITM-000314,ORD-000095,POT-0063,1,1444
ITM-000315,ORD-000096,POT-0119,1,452
ITM-000316,ORD-000097,POT-0047,1,1552
ITM-000317,ORD-000098,POT-0002,1,970
ITM-000318,ORD-000098,POT-0062,1,120
ITM-000319,ORD-000099,POT-0061,1,278
ITM-000320,ORD-000100,POT-0012,1,214
ITM-000321,ORD-000100,POT-0072,1,618
ITM-000322,ORD-000100,POT-0078,1,683
ITM-000323,ORD-000101,POT-0101,1,642
ITM-000324,ORD-000101,POT-0036,1,817
ITM-000325,ORD-000101,POT-0029,1,1243
ITM-000326,ORD-000101,POT-0002,1,899
ITM-000327,ORD-000102,POT-0101,1,645
ITM-000328,ORD-000102,POT-0082,1,329
ITM-000329,ORD-000102,POT-0068,1,770
ITM-000330,ORD-000102,POT-0029,1,1250
ITM-000331,ORD-000103,POT-0042,3,1524
ITM-000332,ORD-000104,POT-0009,1,551
ITM-000333,ORD-000104,POT-0085,3,1411
ITM-000334,ORD-000104,POT-0005,1,994
ITM-000335,ORD-000104,POT-0082,2,310
ITM-000336,ORD-000105,POT-0022,1,267
ITM-000337,ORD-000105,POT-0020,1,1432
ITM-000338,ORD-000106,POT-0038,1,562
ITM-000339,ORD-000106,POT-0012,2,227
ITM-000340,ORD-000106,POT-0082,1,329
ITM-000341,ORD-000107,POT-0116,1,1200
ITM-000342,ORD-000107,POT-0002,1,961
ITM-000343,ORD-000107,POT-0093,1,888
ITM-000344,ORD-000107,POT-0041,4,1286
ITM-000345,ORD-000107,POT-0080,1,575
ITM-000346,ORD-000108,POT-0062,1,126
ITM-000347,ORD-000108,POT-0043,1,647
ITM-000348,ORD-000108,POT-0024,2,1471
ITM-000349,ORD-000108,POT-0044,1,657
ITM-000350,ORD-000108,POT-0058,4,317
ITM-000351,ORD-000108,POT-0117,1,311
ITM-000352,ORD-000108,POT-0041,1,1391
ITM-000353,ORD-000109,POT-0067,4,174
ITM-000354,ORD-000109,POT-0038,1,569
ITM-000355,ORD-000110,POT-0071,5,724
ITM-000356,ORD-000110,POT-0002,2,895
ITM-000357,ORD-000110,POT-0069,1,119
ITM-000358,ORD-000110,POT-0094,4,1153
ITM-000359,ORD-000110,POT-0038,1,538
ITM-000360,ORD-000111,POT-0034,4,672
ITM-000361,ORD-000111,POT-0002,1,939
ITM-000362,ORD-000111,POT-0036,1,866
ITM-000363,ORD-000111,POT-0102,1,1263
ITM-000364,ORD-000111,POT-0042,1,1427
ITM-000365,ORD-000112,POT-0035,1,1066
ITM-000366,ORD-000112,POT-0001,1,100
ITM-000367,ORD-000112,POT-0080,1,554
ITM-000368,ORD-000112,POT-0085,4,1325
ITM-000369,ORD-000113,POT-0024,2,1459
ITM-000370,ORD-000114,POT-0042,5,1478
ITM-000371,ORD-000114,POT-0025,2,779
ITM-000372,ORD-000114,POT-0078,1,696
ITM-000373,ORD-000115,POT-0091,3,277
ITM-000374,ORD-000115,POT-0001,3,102
ITM-000375,ORD-000115,POT-0036,1,861
ITM-000376,ORD-000115,POT-0029,1,1207
ITM-000377,ORD-000115,POT-0026,2,812
ITM-000378,ORD-000116,POT-0102,1,1219
ITM-000379,ORD-000116,POT-0034,2,697
ITM-000380,ORD-000116,POT-0085,1,1317
ITM-000381,ORD-000117,POT-0053,1,802
ITM-000382,ORD-000117,POT-0094,1,1139
ITM-000383,ORD-000117,POT-0012,1,234
ITM-000384,ORD-000118,POT-0085,1,1287
ITM-000385,ORD-000118,POT-0001,1,98
ITM-000386,ORD-000119,POT-0005,3,955
ITM-000387,ORD-000120,POT-0045,1,1112
ITM-000388,ORD-000120,POT-0041,1,1392
ITM-000389,ORD-000121,POT-0058,1,329
ITM-000390,ORD-000121,POT-0078,1,699
ITM-000391,ORD-000121,POT-0045,3,1179
ITM-000392,ORD-000121,POT-0029,1,1187
ITM-000393,ORD-000121,POT-0103,1,1153
ITM-000394,ORD-000122,POT-0103,1,1097
ITM-000395,ORD-000122,POT-0003,2,480
ITM-000396,ORD-000123,POT-0002,4,960
ITM-000397,ORD-000123,POT-0047,2,1545
ITM-000398,ORD-000123,POT-0017,2,1306
ITM-000399,ORD-000123,POT-0025,1,737
ITM-000400,ORD-000123,POT-0083,3,1307
ITM-000401,ORD-000123,POT-0043,1,699
ITM-000402,ORD-000124,POT-0080,1,578
ITM-000403,ORD-000124,POT-0022,5,282
ITM-000404,ORD-000125,POT-0003,1,488
ITM-000405,ORD-000125,POT-0001,2,101
ITM-000406,ORD-000125,POT-0012,1,227
ITM-000407,ORD-000125,POT-0061,1,280
ITM-000408,ORD-000125,POT-0117,1,329
ITM-000409,ORD-000126,POT-0047,1,1535
ITM-000410,ORD-000126,POT-0069,3,121
ITM-000411,ORD-000126,POT-0038,2,539
ITM-000412,ORD-000126,POT-0034,1,666
ITM-000413,ORD-000127,POT-0022,1,287
ITM-000414,ORD-000127,POT-0089,1,1167
ITM-000415,ORD-000128,POT-0091,2,263
ITM-000416,ORD-000128,POT-0068,1,811
ITM-000417,ORD-000129,POT-0078,1,675
ITM-000418,ORD-000129,POT-0036,2,846
ITM-000419,ORD-000129,POT-0049,3,1421
ITM-000420,ORD-000130,POT-0018,1,1019
ITM-000421,ORD-000130,POT-0061,1,284
ITM-000422,ORD-000130,POT-0017,1,1297
ITM-000423,ORD-000130,POT-0084,2,748
ITM-000424,ORD-000130,POT-0100,2,549
ITM-000425,ORD-000130,POT-0005,1,929
ITM-000426,ORD-000131,POT-0063,3,1420
ITM-000427,ORD-000132,POT-0065,1,1091
ITM-000428,ORD-000132,POT-0036,5,801
ITM-000429,ORD-000132,POT-0084,1,779
ITM-000430,ORD-000133,POT-0102,3,1228
ITM-000431,ORD-000133,POT-0073,1,1265
ITM-000432,ORD-000133,POT-0044,1,648
ITM-000433,ORD-000134,POT-0058,1,314
ITM-000434,ORD-000134,POT-0090,1,124
ITM-000435,ORD-000134,POT-0034,2,664
ITM-000436,ORD-000134,POT-0036,3,844
ITM-000437,ORD-000134,POT-0085,1,1404
ITM-000438,ORD-000135,POT-0002,1,944
ITM-000439,ORD-000136,POT-0051,1,1073
ITM-000440,ORD-000137,POT-0053,1,832
ITM-000441,ORD-000137,POT-0119,2,490
ITM-000442,ORD-000137,POT-0044,1,700
ITM-000443,ORD-000137,POT-0009,1,546
ITM-000444,ORD-000138,POT-0047,1,1491
ITM-000445,ORD-000138,POT-0042,2,1439
ITM-000446,ORD-000138,POT-0012,1,227
ITM-000447,ORD-000138,POT-0105,1,853
ITM-000448,ORD-000138,POT-0068,1,762
ITM-000449,ORD-000139,POT-0078,1,662
ITM-000450,ORD-000139,POT-0020,1,1431
ITM-000451,ORD-000140,POT-0004,2,1485
ITM-000452,ORD-000140,POT-0038,1,549
ITM-000453,ORD-000140,POT-0100,1,538
ITM-000454,ORD-000140,POT-0075,1,851
ITM-000455,ORD-000141,POT-0003,1,493
ITM-000456,ORD-000141,POT-0036,1,827
ITM-000457,ORD-000141,POT-0017,1,1250
ITM-000458,ORD-000141,POT-0101,1,626
ITM-000459,ORD-000141,POT-0067,1,182
ITM-000460,ORD-000141,POT-0041,2,1393
ITM-000461,ORD-000141,POT-0042,5,1431
ITM-000462,ORD-000142,POT-0065,4,1096
ITM-000463,ORD-000142,POT-0036,1,790
ITM-000464,ORD-000142,POT-0047,4,1428
ITM-000465,ORD-000142,POT-0038,1,553
ITM-000466,ORD-000142,POT-0046,3,863
ITM-000467,ORD-000142,POT-0004,1,1483
ITM-000468,ORD-000143,POT-0085,1,1392
ITM-000469,ORD-000143,POT-0012,1,217
ITM-000470,ORD-000143,POT-0001,1,95
ITM-000471,ORD-000144,POT-0081,4,923
ITM-000472,ORD-000144,POT-0044,4,650
ITM-000473,ORD-000145,POT-0009,1,540
ITM-000474,ORD-000145,POT-0022,1,278
ITM-000475,ORD-000145,POT-0024,3,1486
ITM-000476,ORD-000146,POT-0062,4,127
ITM-000477,ORD-000146,POT-0049,2,1491
ITM-000478,ORD-000147,POT-0071,1,719
ITM-000479,ORD-000147,POT-0017,1,1308
ITM-000480,ORD-000147,POT-0043,2,694
ITM-000481,ORD-000147,POT-0064,1,693
ITM-000482,ORD-000148,POT-0022,1,277
ITM-000483,ORD-000149,POT-0069,2,124
ITM-000484,ORD-000149,POT-0041,5,1333
ITM-000485,ORD-000149,POT-0115,2,592
ITM-000486,ORD-000150,POT-0005,1,996
ITM-000487,ORD-000150,POT-0024,1,1444
ITM-000488,ORD-000150,POT-0042,2,1430
ITM-000489,ORD-000150,POT-0069,2,126
ITM-000490,ORD-000150,POT-0025,1,729
ITM-000491,ORD-000151,POT-0044,1,696
ITM-000492,ORD-000151,POT-0011,1,1463
ITM-000493,ORD-000151,POT-0001,3,100
ITM-000494,ORD-000151,POT-0035,1,1028
ITM-000495,ORD-000152,POT-0012,1,225
ITM-000496,ORD-000152,POT-0022,1,272
ITM-000497,ORD-000152,POT-0047,3,1457
ITM-000498,ORD-000152,POT-0067,1,167
ITM-000499,ORD-000153,POT-0041,1,1389
ITM-000500,ORD-000153,POT-0066,4,262
ITM-000501,ORD-000153,POT-0042,1,1510
ITM-000502,ORD-000154,POT-0044,1,686
ITM-000503,ORD-000155,POT-0080,1,587
ITM-000504,ORD-000155,POT-0104,1,191
ITM-000505,ORD-000155,POT-0084,1,755
ITM-000506,ORD-000155,POT-0063,3,1549
ITM-000507,ORD-000156,POT-0049,1,1403
ITM-000508,ORD-000157,POT-0093,1,905
ITM-000509,ORD-000157,POT-0066,2,288
ITM-000510,ORD-000157,POT-0020,1,1346
ITM-000511,ORD-000157,POT-0024,1,1481
ITM-000512,ORD-000157,POT-0073,1,1258
ITM-000513,ORD-000157,POT-0009,5,532
ITM-000514,ORD-000157,POT-0035,1,1096
ITM-000515,ORD-000158,POT-0035,1,1089
ITM-000516,ORD-000158,POT-0093,1,902
ITM-000517,ORD-000159,POT-0005,1,982
ITM-000518,ORD-000159,POT-0078,1,650
ITM-000519,ORD-000159,POT-0023,1,680
ITM-000520,ORD-000159,POT-0026,2,876
ITM-000521,ORD-000159,POT-0058,1,312
ITM-000522,ORD-000160,POT-0044,2,672
ITM-000523,ORD-000160,POT-0004,1,1462
ITM-000524,ORD-000161,POT-0100,1,553
ITM-000525,ORD-000161,POT-0079,1,1098
ITM-000526,ORD-000161,POT-0047,1,1564
ITM-000527,ORD-000162,POT-0065,1,1088
ITM-000528,ORD-000163,POT-0025,1,763
ITM-000529,ORD-000163,POT-0073,1,1246
ITM-000530,ORD-000163,POT-0021,2,909
ITM-000531,ORD-000164,POT-0038,1,568
ITM-000532,ORD-000164,POT-0085,1,1296
ITM-000533,ORD-000164,POT-0044,3,677
ITM-000534,ORD-000164,POT-0047,1,1576
ITM-000535,ORD-000164,POT-0022,3,262
ITM-000536,ORD-000165,POT-0046,1,833
ITM-000537,ORD-000165,POT-0075,1,831
ITM-000538,ORD-000165,POT-0091,2,263
ITM-000539,ORD-000165,POT-0058,2,315
ITM-000540,ORD-000165,POT-0001,1,97
ITM-000541,ORD-000165,POT-0051,2,1095
ITM-000542,ORD-000166,POT-0002,1,948
ITM-000543,ORD-000166,POT-0058,2,313
ITM-000544,ORD-000167,POT-0073,1,1312
ITM-000545,ORD-000168,POT-0053,4,797
ITM-000546,ORD-000168,POT-0036,1,827
ITM-000547,ORD-000168,POT-0034,2,662
ITM-000548,ORD-000168,POT-0020,2,1443
ITM-000549,ORD-000168,POT-0091,1,275
ITM-000550,ORD-000169,POT-0062,1,123
ITM-000551,ORD-000170,POT-0022,2,269
ITM-000552,ORD-000170,POT-0029,2,1202
ITM-000553,ORD-000170,POT-0089,2,1197
ITM-000554,ORD-000170,POT-0058,1,312
ITM-000555,ORD-000170,POT-0001,2,99
ITM-000556,ORD-000170,POT-0009,1,560
ITM-000557,ORD-000170,POT-0078,3,693
ITM-000558,ORD-000171,POT-0001,1,95
ITM-000559,ORD-000171,POT-0089,1,1212
ITM-000560,ORD-000171,POT-0090,2,119
ITM-000561,ORD-000172,POT-0049,2,1488
ITM-000562,ORD-000172,POT-0079,3,1072
ITM-000563,ORD-000172,POT-0114,2,478
ITM-000564,ORD-000173,POT-0012,1,221
ITM-000565,ORD-000173,POT-0105,1,833
ITM-000566,ORD-000173,POT-0067,2,168
ITM-000567,ORD-000174,POT-0065,2,1094
ITM-000568,ORD-000174,POT-0002,2,971
ITM-000569,ORD-000174,POT-0082,1,340
ITM-000570,ORD-000175,POT-0009,1,524
ITM-000571,ORD-000175,POT-0100,4,538
ITM-000572,ORD-000175,POT-0005,1,935
