payment_id,order_id,method,amount_copper,status,paid_at
PAY-000043,ORD-000040,coin,1855,success,2024-07-05T17:39:11Z
PAY-000044,ORD-000041,guild_credit,1942,success,2024-07-05 14:07:16
PAY-000045,ORD-000041,coin,1786,success,2024-07-05T14:18:16Z
PAY-000046,ORD-000042,guild_credit,2785,success,2024-07-05T11:23:46Z
PAY-000047,ORD-000043,barter,575,success,2024-07-05T12:18:36Z
PAY-000048,ORD-000043,guild_credit,623,success,2024-07-05T12:39:36Z
PAY-000049,ORD-000044,coin,2080,success,2024-07-05 12:51:46
PAY-000050,ORD-000045,barter,689,success,2024-07-05 19:40:59
PAY-000051,ORD-000045,barter,689,refunded,2024-07-18 19:14:59
PAY-000052,ORD-000046,coin,10280,success,2024-07-05 13:55:28
PAY-000053,ORD-000047,barter,6904,success,2024-07-05 19:18:41
PAY-000054,ORD-000048,crystal_transfer,5973,success,2024-07-05T12:29:47Z
PAY-000055,ORD-000049,coin,5131,success,2024-07-06T12:41:02Z
PAY-000056,ORD-000050,coin,1707,success,2024-07-06T12:56:38Z
PAY-000057,ORD-000051,coin,5383,success,2024-07-06T18:02:36Z
PAY-000058,ORD-000052,barter,2094,success,2024-07-06T09:30:43Z
PAY-000059,ORD-000054,coin,834,success,2024-07-06T14:33:15Z
PAY-000060,ORD-000055,guild_credit,5716,success,2024-07-06T09:43:37Z
PAY-000061,ORD-000056,barter,3148,success,2024-07-06T15:41:59Z
PAY-000062,ORD-000057,crystal_transfer,13305,success,2024-07-06 13:50:07
PAY-000063,ORD-000058,coin,2169,success,2024-07-06T14:59:05Z
PAY-000064,ORD-000059,guild_credit,6717,success,2024-07-06 12:41:58
PAY-000065,ORD-000060,crystal_transfer,4991,success,2024-07-06 13:48:34
PAY-000066,ORD-000061,coin,361,success,2024-07-06 09:46:48
PAY-000067,ORD-000062,coin,8275,success,2024-07-06T19:52:00Z
PAY-000068,ORD-000062,crystal_transfer,8239,success,2024-07-06 20:24:00
PAY-000069,ORD-000063,barter,955,success,2024-07-06T13:59:32Z
PAY-000070,ORD-000063,coin,915,success,2024-07-06T14:29:32Z
PAY-000071,ORD-000064,crystal_transfer,11459,success,2024-07-06 14:53:11
PAY-000072,ORD-000065,coin,880,success,2024-07-06T16:19:24Z
PAY-000073,ORD-000066,coin,1426,success,2024-07-06 15:12:50
PAY-000074,ORD-000067,barter,297,success,2024-07-06T10:57:51Z
PAY-000075,ORD-000068,coin,194,failed,2024-07-06T17:04:51Z
PAY-000076,ORD-000068,coin,194,success,2024-07-06 17:14:51
PAY-000077,ORD-000069,guild_credit,2058,success,2024-07-06 14:38:31
PAY-000078,ORD-000070,coin,14100,success,2024-07-07 12:29:46
PAY-000079,ORD-000071,coin,4373,success,2024-07-07T14:38:17Z
PAY-000080,ORD-000072,coin,6247,success,2024-07-07T12:48:19Z
PAY-000081,ORD-000073,coin,8354,success,2024-07-07T14:14:12Z
PAY-000082,ORD-000074,coin,5418,success,2024-07-07T18:48:16Z
PAY-000083,ORD-000075,coin,1929,success,2024-07-07 13:50:42
PAY-000084,ORD-000076,coin,17376,success,2024-07-07 13:37:33
PAY-000085,ORD-000077,guild_credit,8093,success,2024-07-07 15:44:17
PAY-000086,ORD-000078,coin,3872,success,2024-07-07T12:18:12Z
PAY-000087,ORD-000079,coin,1320,success,2024-07-07T13:19:28Z
PAY-000088,ORD-000080,crystal_transfer,8989,success,2024-07-07T17:14:10Z
PAY-000089,ORD-000081,coin,9365,success,2024-07-07T15:08:44Z
PAY-000090,ORD-000082,coin,850,success,2024-07-07T11:51:20Z
PAY-000091,ORD-000083,barter,7308,success,2024-07-07T11:00:09Z
PAY-000092,ORD-000084,coin,3216,success,2024-07-07 12:44:59
PAY-000093,ORD-000085,crystal_transfer,2801,success,2024-07-07T15:01:48Z
PAY-000094,ORD-000086,coin,6180,success,2024-07-07T13:41:29Z
PAY-000095,ORD-000087,coin,4768,success,2024-07-07 13:24:30
PAY-000096,ORD-000088,crystal_transfer,1358,success,2024-07-07 11:13:23
PAY-000097,ORD-000088,crystal_transfer,1358,refunded,2024-07-10 20:02:23
PAY-000098,ORD-000089,coin,3312,success,2024-07-07T15:06:50Z
PAY-000099,ORD-000090,coin,6591,success,2024-07-07T12:12:44Z
PAY-000100,ORD-000091,coin,4207,failed,2024-07-07T13:11:04Z
PAY-000101,ORD-000092,barter,7635,success,2024-07-07T17:30:13Z
PAY-000102,ORD-000093,coin,1965,success,2024-07-07T14:25:38Z
PAY-000103,ORD-000093,crystal_transfer,1816,success,2024-07-07T14:43:38Z
PAY-000104,ORD-000094,coin,4257,success,2024-07-07T13:40:05Z
PAY-000105,ORD-000094,coin,4103,success,2024-07-07 14:00:05
PAY-000106,ORD-000095,guild_credit,1444,success,2024-07-08T14:35:59Z
PAY-000107,ORD-000096,crystal_transfer,452,success,2024-07-08 12:00:34
PAY-000108,ORD-000097,coin,1552,success,2024-07-08 12:36:44
PAY-000109,ORD-000099,guild_credit,278,success,2024-07-08T20:02:23Z
PAY-000110,ORD-000100,guild_credit,1090,success,2024-07-08T13:54:24Z
PAY-000111,ORD-000101,guild_credit,3601,success,2024-07-08 13:38:48
PAY-000112,ORD-000102,coin,2994,success,2024-07-08T16:22:51Z
PAY-000113,ORD-000103,barter,4572,success,2024-07-09T13:28:02Z
PAY-000114,ORD-000104,guild_credit,6398,success,2024-07-09T13:59:17Z
PAY-000115,ORD-000105,coin,1699,success,2024-07-09 18:21:09
PAY-000116,ORD-000106,coin,1345,success,2024-07-09T11:55:55Z
PAY-000117,ORD-000107,guild_credit,8768,success,2024-07-09T17:08:09Z
PAY-000118,ORD-000108,guild_credit,7342,success,2024-07-09T13:23:12Z
PAY-000119,ORD-000109,coin,1265,success,2024-07-09 10:32:02
PAY-000120,ORD-000109,coin,1265,refunded,2024-07-14T14:49:02Z
PAY-000121,ORD-000110,coin,5361,success,2024-07-09T14:52:57Z
PAY-000122,ORD-000110,coin,5318,success,2024-07-09T15:16:57Z
PAY-000123,ORD-000111,guild_credit,7183,success,2024-07-09T15:41:45Z
PAY-000124,ORD-000112,coin,7020,success,2024-07-09T16:57:24Z
PAY-000125,ORD-000113,crystal_transfer,2918,success,2024-07-09T09:19:25Z
PAY-000126,ORD-000114,crystal_transfer,4836,success,2024-07-09 15:02:41
PAY-000127,ORD-000114,coin,4808,success,2024-07-09T15:21:41Z
PAY-000128,ORD-000115,crystal_transfer,4829,success,2024-07-09 11:06:03
PAY-000129,ORD-000116,crystal_transfer,3930,success,2024-07-09T13:53:37Z
PAY-000130,ORD-000117,coin,2175,success,2024-07-09T14:02:12Z
PAY-000131,ORD-000118,guild_credit,1385,success,2024-07-09 14:01:25
PAY-000132,ORD-000119,guild_credit,2865,success,2024-07-09 08:54:47
PAY-000133,ORD-000120,coin,2504,success,2024-07-09T17:14:11Z
PAY-000134,ORD-000121,coin,6905,success,2024-07-09 15:02:35
PAY-000135,ORD-000122,guild_credit,2057,success,2024-07-09T12:22:25Z
PAY-000136,ORD-000123,barter,14899,success,2024-07-10T14:15:40Z
PAY-000137,ORD-000124,coin,1988,success,2024-07-10T13:50:05Z
PAY-000138,ORD-000125,guild_credit,1526,success,2024-07-10T10:21:44Z
PAY-000139,ORD-000126,guild_credit,3642,success,2024-07-10T13:30:07Z
PAY-000140,ORD-000127,barter,1454,success,2024-07-10T11:12:51Z
PAY-000141,ORD-000128,crystal_transfer,1337,success,2024-07-10T11:22:04Z
PAY-000142,ORD-000129,guild_credit,6630,success,2024-07-10T13:14:21Z
PAY-000143,ORD-000130,guild_credit,5973,success,2024-07-10T12:49:07Z
PAY-000144,ORD-000131,coin,4260,success,2024-07-10 19:11:35
PAY-000145,ORD-000132,barter,2862,success,2024-07-10T12:27:25Z
PAY-000146,ORD-000132,coin,3013,success,2024-07-10 12:58:25
PAY-000147,ORD-000133,barter,5597,success,2024-07-10T15:04:19Z
PAY-000148,ORD-000134,coin,2815,success,2024-07-10 14:41:42
PAY-000149,ORD-000134,crystal_transfer,2687,success,2024-07-10T15:10:42Z
PAY-000150,ORD-000135,coin,819,success,2024-07-10 09:39:54
PAY-000151,ORD-000136,guild_credit,1073,success,2024-07-10 12:38:22
PAY-000152,ORD-000137,coin,3058,success,2024-07-11 17:03:51
PAY-000153,ORD-000138,coin,6211,success,2024-07-11T12:48:23Z
PAY-000154,ORD-000139,crystal_transfer,2093,success,2024-07-11 11:47:12
PAY-000155,ORD-000140,coin,4908,success,2024-07-11 10:45:49
PAY-000156,ORD-000141,crystal_transfer,13319,success,2024-07-11T14:47:48Z
PAY-000157,ORD-000142,crystal_transfer,15511,success,2024-07-11T14:55:13Z
PAY-000158,ORD-000143,crystal_transfer,1704,success,2024-07-11 16:19:28
PAY-000159,ORD-000144,coin,6292,success,2024-07-11T16:16:23Z
PAY-000160,ORD-000145,coin,5276,success,2024-07-11 11:42:03
PAY-000161,ORD-000146,coin,3490,success,2024-07-11 09:53:04
PAY-000162,ORD-000148,coin,277,success,2024-07-11 17:31:37
PAY-000163,ORD-000149,coin,8047,success,2024-07-12T09:27:37Z
PAY-000164,ORD-000150,coin,5931,success,2024-07-12 12:52:50
PAY-000165,ORD-000151,barter,3487,success,2024-07-12T15:02:06Z
PAY-000166,ORD-000151,barter,3487,refunded,2024-07-17T01:27:06Z
PAY-000167,ORD-000152,barter,5035,success,2024-07-12T16:15:18Z
PAY-000168,ORD-000153,guild_credit,3947,success,2024-07-12 16:56:22
PAY-000169,ORD-000154,guild_credit,686,success,2024-07-12T17:07:52Z
PAY-000170,ORD-000155,barter,6180,success,2024-07-12T14:01:34Z
PAY-000171,ORD-000156,coin,419,success,2024-07-12T16:45:10Z
PAY-000172,ORD-000156,crystal_transfer,559,success,2024-07-12T16:58:10Z
PAY-000173,ORD-000157,crystal_transfer,9322,success,2024-07-12 10:27:50
PAY-000174,ORD-000158,coin,1991,success,2024-07-13 17:02:19
PAY-000175,ORD-000159,coin,2147,success,2024-07-13 12:21:58
PAY-000176,ORD-000159,coin,2229,success,2024-07-13T12:46:58Z
PAY-000177,ORD-000160,coin,2806,success,2024-07-13T14:17:38Z
PAY-000178,ORD-000161,guild_credit,3215,success,2024-07-13 14:05:16
PAY-000179,ORD-000162,crystal_transfer,607,success,2024-07-13T10:22:38Z
PAY-000180,ORD-000162,coin,481,success,2024-07-13 10:53:38
PAY-000181,ORD-000163,coin,3827,success,2024-07-13 13:10:44
PAY-000182,ORD-000164,coin,6257,success,2024-07-13 12:40:56
PAY-000183,ORD-000165,coin,2605,success,2024-07-13T16:16:16Z
PAY-000184,ORD-000165,guild_credit,2502,success,2024-07-13T16:30:16Z
PAY-000185,ORD-000166,guild_credit,1574,success,2024-07-13 15:19:34
PAY-000186,ORD-000167,coin,1312,success,2024-07-13T12:11:52Z
PAY-000187,ORD-000167,coin,1312,refunded,2024-07-20 00:18:52
PAY-000188,ORD-000168,coin,8500,success,2024-07-13T13:36:55Z
PAY-000189,ORD-000168,coin,8500,refunded,2024-07-20T18:04:55Z
PAY-000190,ORD-000169,barter,123,success,2024-07-13T14:42:29Z
PAY-000191,ORD-000170,guild_credit,8485,success,2024-07-13 13:46:26
PAY-000192,ORD-000171,coin,1545,success,2024-07-13T14:40:44Z
PAY-000193,ORD-000172,coin,7148,success,2024-07-13T15:01:59Z
PAY-000194,ORD-000173,coin,1390,success,2024-07-14T14:44:22Z
PAY-000195,ORD-000174,coin,4470,success,2024-07-14T10:39:19Z
PAY-000196,ORD-000175,crystal_transfer,7411,success,2024-07-14T17:13:17Z
PAY-000197,ORD-000176,guild_credit,8718,success,2024-07-14T12:15:16Z
PAY-000198,ORD-000177,crystal_transfer,565,success,2024-07-14T14:03:49Z
PAY-000199,ORD-000178,barter,1082,success,2024-07-14 13:06:58
PAY-000200,ORD-000179,barter,5596,success,2024-07-14T12:24:33Z
PAY-000201,ORD-000180,crystal_transfer,3710,success,2024-07-14 14:50:31
PAY-000202,ORD-000181,crystal_transfer,3629,success,2024-07-14 12:47:33
PAY-000203,ORD-000181,crystal_transfer,3517,success,2024-07-14T13:20:33Z
PAY-000204,ORD-000182,crystal_transfer,1457,success,2024-07-14T13:11:39Z
PAY-000205,ORD-000183,coin,655,success,2024-07-14 12:09:44
PAY-000206,ORD-000183,coin,671,success,2024-07-14T12:30:44Z
PAY-000207,ORD-000184,coin,1115,success,2024-07-15T15:38:52Z
PAY-000208,ORD-000185,crystal_transfer,8007,success,2024-07-15T15:42:57Z
PAY-000209,ORD-000186,crystal_transfer,935,success,2024-07-15T11:03:31Z
PAY-000210,ORD-000187,crystal_transfer,1335,success,2024-07-15 14:34:13
PAY-000211,ORD-000188,barter,4125,success,2024-07-15T16:01:46Z
PAY-000212,ORD-000189,crystal_transfer,1323,failed,2024-07-15T12:58:26Z
PAY-000213,ORD-000189,crystal_transfer,1323,success,2024-07-15 13:07:26
PAY-000214,ORD-000190,guild_credit,3122,success,2024-07-15 17:10:24
PAY-000215,ORD-000191,coin,4404,success,2024-07-15 11:06:52
PAY-000216,ORD-000192,coin,728,success,2024-07-15 17:14:40
PAY-000217,ORD-000192,barter,704,success,2024-07-15T17:28:40Z
PAY-000218,ORD-000193,coin,5165,success,2024-07-15T18:57:43Z
PAY-000219,ORD-000194,crystal_transfer,267,failed,2024-07-15T15:43:44Z
PAY-000220,ORD-000195,crystal_transfer,2622,success,2024-07-15 09:34:49
PAY-000221,ORD-000196,coin,5627,success,2024-07-16T15:30:36Z
PAY-000222,ORD-000197,crystal_transfer,965,success,2024-07-16T08:27:31Z
PAY-000223,ORD-000198,coin,2370,success,2024-07-16 17:59:20
PAY-000224,ORD-000199,coin,1938,success,2024-07-16T16:01:57Z
PAY-000225,ORD-000200,coin,4405,success,2024-07-16 09:38:39
PAY-000226,ORD-000201,coin,13024,success,2024-07-16T14:29:55Z
PAY-000227,ORD-000202,barter,6256,success,2024-07-16T12:32:54Z
PAY-000228,ORD-000203,crystal_transfer,6396,success,2024-07-16 19:12:05
PAY-000229,ORD-000204,coin,746,success,2024-07-16 09:40:21
PAY-000230,ORD-000205,coin,838,success,2024-07-16T13:42:11Z
PAY-000231,ORD-000205,coin,838,refunded,2024-07-19 22:48:11
PAY-000232,ORD-000206,coin,1123,success,2024-07-16 12:38:01
PAY-000233,ORD-000207,coin,126,success,2024-07-16 20:16:44
PAY-000234,ORD-000208,barter,4848,success,2024-07-17 15:51:30
PAY-000235,ORD-000209,coin,6542,success,2024-07-17 14:41:08
PAY-000236,ORD-000210,coin,2088,success,2024-07-17T12:57:49Z
PAY-000237,ORD-000211,guild_credit,544,success,2024-07-17 11:24:18
PAY-000238,ORD-000212,crystal_transfer,7328,success,2024-07-17T15:16:43Z
PAY-000239,ORD-000213,crystal_transfer,921,success,2024-07-17 11:14:34
PAY-000240,ORD-000214,coin,4912,success,2024-07-17T16:29:22Z
PAY-000241,ORD-000215,guild_credit,511,success,2024-07-17T16:00:51Z
PAY-000242,ORD-000215,coin,370,success,2024-07-17 16:07:51
PAY-000243,ORD-000216,crystal_transfer,16597,success,2024-07-17T12:11:18Z
PAY-000244,ORD-000217,crystal_transfer,5455,success,2024-07-17 15:12:17
PAY-000245,ORD-000218,coin,1951,failed,2024-07-17 12:52:23
PAY-000246,ORD-000218,coin,1951,success,2024-07-17T13:14:23Z
PAY-000247,ORD-000219,coin,8589,success,2024-07-18T09:59:24Z
PAY-000248,ORD-000220,barter,859,success,2024-07-18 14:49:02
PAY-000249,ORD-000221,crystal_transfer,2406,success,2024-07-18T11:28:02Z
PAY-000250,ORD-000222,coin,4295,success,2024-07-18T12:20:53Z
PAY-000251,ORD-000223,coin,5677,success,2024-07-19T10:53:09Z
PAY-000252,ORD-000224,coin,9215,success,2024-07-19 10:18:36
PAY-000253,ORD-000225,barter,2592,success,2024-07-19T15:54:12Z
PAY-000254,ORD-000226,coin,6686,success,2024-07-19 13:06:54
PAY-000255,ORD-000227,coin,3348,success,2024-07-19T19:55:28Z
PAY-000256,ORD-000228,coin,815,failed,2024-07-19 10:45:39
PAY-000257,ORD-000228,coin,815,success,2024-07-19 10:54:39
PAY-000258,ORD-000229,coin,586,success,2024-07-19 13:25:17
PAY-000259,ORD-000229,barter,615,success,2024-07-19T13:36:17Z
PAY-000260,ORD-000230,coin,15046,success,2024-07-19 09:43:15
PAY-000261,ORD-000231,guild_credit,6686,success,2024-07-19 16:59:31
PAY-000262,ORD-000232,guild_credit,3962,success,2024-07-19 12:58:10
PAY-000263,ORD-000233,crystal_transfer,6229,success,2024-07-19 11:56:08
PAY-000264,ORD-000234,coin,2603,success,2024-07-19T12:06:04Z
PAY-000265,ORD-000235,guild_credit,288,success,2024-07-19 15:26:11
PAY-000266,ORD-000236,coin,1209,success,2024-07-19 16:11:13
PAY-000267,ORD-000237,coin,3014,success,2024-07-20T10:37:56Z
PAY-000268,ORD-000238,crystal_transfer,2390,success,2024-07-20 11:26:12
PAY-000269,ORD-000239,guild_credit,6538,failed,2024-07-20T11:33:11Z
PAY-000270,ORD-000239,guild_credit,6538,success,2024-07-20 11:59:11
PAY-000271,ORD-000240,coin,7986,failed,2024-07-20 13:41:40
PAY-000272,ORD-000240,coin,7986,success,2024-07-20T13:50:40Z
PAY-000273,ORD-000241,guild_credit,4320,success,2024-07-20 11:14:29
PAY-000274,ORD-000242,coin,2036,success,2024-07-20 16:17:20
PAY-000275,ORD-000242,coin,1894,success,2024-07-20T16:25:20Z
PAY-000276,ORD-000243,crystal_transfer,5407,success,2024-07-20 14:42:35
PAY-000277,ORD-000244,coin,6547,success,2024-07-20T14:42:40Z
PAY-000278,ORD-000245,guild_credit,6420,success,2024-07-20T11:04:22Z
PAY-000279,ORD-000246,guild_credit,628,success,2024-07-20T11:02:59Z
PAY-000280,ORD-000247,coin,1349,success,2024-07-20 18:02:57
PAY-000281,ORD-000248,coin,5364,success,2024-07-20T12:01:53Z
PAY-000282,ORD-000249,coin,4313,success,2024-07-20 12:44:18
PAY-000283,ORD-000250,coin,7347,success,2024-07-20T17:11:43Z
PAY-000284,ORD-000251,coin,12170,success,2024-07-20T15:57:52Z
PAY-000285,ORD-000252,guild_credit,2995,success,2024-07-20T10:36:52Z
PAY-000286,ORD-000253,coin,11090,success,2024-07-20T15:21:08Z
PAY-000287,ORD-000254,guild_credit,12672,success,2024-07-20T12:10:52Z
PAY-000288,ORD-000255,coin,2056,success,2024-07-20 13:17:22
PAY-000289,ORD-000256,coin,3946,success,2024-07-20 17:37:46
PAY-000290,ORD-000257,barter,3929,failed,2024-07-20 14:09:38
PAY-000291,ORD-000258,coin,4838,success,2024-07-20T13:38:23Z
PAY-000292,ORD-000259,guild_credit,2945,success,2024-07-21 18:08:08
PAY-000293,ORD-000260,crystal_transfer,6955,success,2024-07-21T17:40:39Z
PAY-000294,ORD-000261,guild_credit,3794,success,2024-07-21T14:29:24Z
PAY-000295,ORD-000262,coin,6263,success,2024-07-21 12:40:23
PAY-000296,ORD-000263,coin,4890,success,2024-07-21T13:19:39Z
PAY-000297,ORD-000264,crystal_transfer,8061,success,2024-07-21 10:28:59
PAY-000298,ORD-000265,guild_credit,1048,success,2024-07-21T15:45:54Z
PAY-000299,ORD-000266,coin,13394,success,2024-07-21T13:46:29Z
PAY-000300,ORD-000267,guild_credit,5104,success,2024-07-21T14:00:57Z
PAY-000301,ORD-000268,crystal_transfer,10884,success,2024-07-21 13:39:19
PAY-000302,ORD-000269,guild_credit,300,success,2024-07-22T19:28:51Z
PAY-000303,ORD-000270,guild_credit,665,success,2024-07-22T15:15:57Z
PAY-000304,ORD-000271,guild_credit,11677,success,2024-07-22T12:26:51Z
PAY-000305,ORD-000272,coin,1381,success,2024-07-22 18:13:06
PAY-000306,ORD-000273,guild_credit,6582,success,2024-07-22T15:32:19Z
PAY-000307,ORD-000274,guild_credit,7178,success,2024-07-22 17:03:02
PAY-000308,ORD-000275,crystal_transfer,2211,success,2024-07-22T10:58:24Z
PAY-000309,ORD-000276,coin,787,success,2024-07-22 19:08:24
PAY-000310,ORD-000276,coin,787,refunded,2024-08-04 13:41:24
PAY-000311,ORD-000277,coin,1366,success,2024-07-22T16:25:33Z
PAY-000312,ORD-000278,crystal_transfer,1602,success,2024-07-22T12:31:21Z
PAY-000313,ORD-000279,crystal_transfer,2574,success,2024-07-22T11:42:36Z
PAY-000314,ORD-000280,coin,4146,success,2024-07-22T18:36:23Z
PAY-000315,ORD-000280,crystal_transfer,4109,success,2024-07-22 19:00:23
PAY-000316,ORD-000281,coin,11434,success,2024-07-22T12:33:11Z
PAY-000317,ORD-000282,coin,1932,success,2024-07-23T19:11:54Z
PAY-000318,ORD-000282,guild_credit,1912,success,2024-07-23T19:33:54Z
PAY-000319,ORD-000283,coin,4171,success,2024-07-23T16:02:53Z
PAY-000320,ORD-000284,crystal_transfer,5463,success,2024-07-23 14:05:13
PAY-000321,ORD-000285,coin,3142,success,2024-07-23T13:13:44Z
PAY-000322,ORD-000286,crystal_transfer,1633,success,2024-07-23T11:34:31Z
PAY-000323,ORD-000287,coin,4495,success,2024-07-23 17:59:44
PAY-000324,ORD-000288,coin,1642,success,2024-07-23T12:33:24Z
PAY-000325,ORD-000289,barter,3419,success,2024-07-23T18:25:51Z
PAY-000326,ORD-000290,coin,2228,success,2024-07-23T13:18:50Z
PAY-000327,ORD-000290,coin,2228,refunded,2024-07-26 21:29:50
PAY-000328,ORD-000291,crystal_transfer,2278,success,2024-07-23T13:50:57Z
PAY-000329,ORD-000291,guild_credit,2360,success,2024-07-23 14:19:57
PAY-000330,ORD-000292,barter,4135,success,2024-07-23T18:49:57Z
PAY-000331,ORD-000293,coin,3114,success,2024-07-24T11:19:10Z
PAY-000332,ORD-000294,crystal_transfer,3747,success,2024-07-24T11:24:26Z
PAY-000333,ORD-000295,crystal_transfer,8560,success,2024-07-24T14:20:08Z
PAY-000334,ORD-000296,crystal_transfer,7465,success,2024-07-24 09:48:20
PAY-000335,ORD-000297,coin,4637,success,2024-07-24T10:36:54Z
PAY-000336,ORD-000297,coin,4637,refunded,2024-08-02 14:09:54
PAY-000337,ORD-000298,guild_credit,3265,success,2024-07-24T18:24:38Z
PAY-000338,ORD-000299,coin,2090,success,2024-07-24T17:04:22Z
PAY-000339,ORD-000300,guild_credit,2430,success,2024-07-24T12:16:51Z
PAY-000340,ORD-000301,coin,6466,success,2024-07-24T14:05:08Z
PAY-000341,ORD-000302,coin,3652,success,2024-07-24T15:16:28Z
PAY-000342,ORD-000303,coin,1647,success,2024-07-25T13:39:43Z
PAY-000343,ORD-000304,crystal_transfer,4752,success,2024-07-25T13:04:48Z
PAY-000344,ORD-000305,crystal_transfer,3216,failed,2024-07-25 13:58:55
PAY-000345,ORD-000305,crystal_transfer,3216,success,2024-07-25T14:02:55Z
PAY-000346,ORD-000306,guild_credit,16550,success,2024-07-25T10:38:22Z
PAY-000347,ORD-000307,coin,10692,failed,2024-07-25T12:35:09Z
PAY-000348,ORD-000308,guild_credit,878,failed,2024-07-26T10:30:59Z
PAY-000349,ORD-000308,guild_credit,878,success,2024-07-26 10:40:59
PAY-000350,ORD-000309,coin,4070,success,2024-07-26T16:28:32Z
PAY-000351,ORD-000311,barter,5781,success,2024-07-26T15:33:24Z
PAY-000352,ORD-000312,guild_credit,1656,success,2024-07-26T15:45:58Z
PAY-000353,ORD-000313,coin,5868,success,2024-07-26T19:57:45Z
PAY-000354,ORD-000314,crystal_transfer,8973,success,2024-07-26T13:33:33Z
PAY-000355,ORD-000315,crystal_transfer,4222,success,2024-07-26T17:40:18Z
PAY-000356,ORD-000316,barter,5054,success,2024-07-26 17:16:28
PAY-000357,ORD-000316,crystal_transfer,5137,success,2024-07-26T17:29:28Z
PAY-000358,ORD-000317,crystal_transfer,7511,success,2024-07-26 18:28:30
PAY-000359,ORD-000318,coin,6815,success,2024-07-26T10:39:25Z
PAY-000360,ORD-000320,crystal_transfer,7760,success,2024-07-26T12:45:20Z
PAY-000361,ORD-000321,guild_credit,3047,success,2024-07-27T10:57:54Z
PAY-000362,ORD-000322,guild_credit,3983,success,2024-07-27T11:38:37Z
PAY-000363,ORD-000322,coin,4040,success,2024-07-27T11:45:37Z
PAY-000364,ORD-000323,coin,6508,success,2024-07-27 11:11:35
PAY-000365,ORD-000324,coin,3501,success,2024-07-27T11:12:15Z
PAY-000366,ORD-000325,barter,1700,success,2024-07-27T15:55:12Z
PAY-000367,ORD-000325,coin,1706,success,2024-07-27 16:07:12
PAY-000368,ORD-000326,coin,7206,success,2024-07-27T14:35:07Z
PAY-000369,ORD-000327,coin,7240,success,2024-07-27T14:22:55Z
